Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DepartmentTurnoverBenchmark,JobRoleTurnoverBenchmark,OvertimeImpact,TravelImpact,MaritalImpact,ExternalRiskScore,AgeGroup,IncomePerYear,IncomeToAgeRatio,YearsAtCompanyRatio,YearsInRoleRatio,YearsWithManagerRatio,YearsSincePromotionRatio,TotalSatisfaction,SatisfactionScore,PerformanceScore,CareerProgressionRate,PromotionFrequency,JobStability,IsNewEmployee,IsSeniorEmployee,LongTimeNoPromotion,IncomeLevelMatch,DistanceOvertimeInteraction
36,1,1,3,2,3,4,1,3,1,2,2,2,2088,4,0,12,3,3,0,13,3,2,8,7,7,2,0.12,0.12,0.7,1.2,1.2,0.1209599999999999,1,25056,56.432432432432435,0.5714285714285714,0.7777777777777778,0.2222222222222222,0.7777777777777778,3.0,11,9,0.07142857142857142,1.0,1.6,0,0,1,2.085914085914086,0
32,2,2,2,1,2,3,1,3,2,7,2,1,4078,0,1,13,3,1,3,4,3,2,3,2,1,2,0.125,0.125,1.3,1.0,0.9,0.14625,1,48936,123.57575757575758,0.6,0.5,0.5,0.25,2.0,8,9,0.4,1.5,3.0,0,0,0,2.0379810094952524,2
27,0,1,3,3,3,4,1,3,1,6,4,1,1706,1,0,11,3,3,3,0,6,2,0,0,0,0,0.12,0.12,0.7,0.9,0.9,0.06804,0,20472,60.92857142857143,0.0,0.0,0.0,0.0,3.6666666666666665,13,9,1.0,0.0,0.0,1,0,0,1.7042957042957043,0
37,0,1,1,4,3,1,0,3,3,5,4,0,13603,2,1,18,3,1,2,15,2,3,5,2,0,2,0.12,0.1,1.3,0.9,1.0,0.1404,1,163236,357.9736842105263,0.3125,0.3333333333333333,0.3333333333333333,0.0,2.0,9,9,0.1875,5.0,1.6666666666666667,0,0,0,4.532822392535821,1
41,2,1,7,2,5,2,0,4,1,6,3,1,3376,1,0,13,3,3,0,10,3,3,10,6,0,8,0.12,0.12,0.7,1.0,0.9,0.0756,2,40512,80.38095238095238,0.9090909090909091,0.5454545454545454,0.7272727272727273,0.0,2.6666666666666665,11,12,0.09090909090909091,10.0,5.0,0,1,0,3.3726273726273726,0
32,2,1,10,3,3,3,1,3,3,3,4,2,11244,2,0,25,4,2,0,10,5,4,5,2,0,0,0.12,0.09,0.7,1.0,1.2,0.1007999999999999,1,134928,340.72727272727275,0.45454545454545453,0.3333333333333333,0.0,0.0,3.0,13,12,0.2727272727272727,5.0,1.6666666666666667,0,0,0,3.7467510829723425,0
36,2,2,9,4,1,3,1,2,1,8,1,2,3407,7,0,23,4,2,0,10,4,3,5,3,0,3,0.125,0.125,0.7,1.0,1.2,0.105,1,40884,92.08108108108108,0.45454545454545453,0.5,0.5,0.0,2.0,9,8,0.09090909090909091,5.0,0.625,0,0,0,3.4035964035964037,0
30,2,1,18,3,1,1,0,3,1,6,3,2,2632,1,0,14,3,3,0,5,4,2,5,4,0,4,0.12,0.12,0.7,1.0,1.2,0.1007999999999999,0,31584,84.90322580645162,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.0,2.3333333333333335,9,9,0.16666666666666666,5.0,2.5,0,0,0,2.629370629370629,0
45,2,1,1,4,3,4,0,3,1,2,4,0,2270,3,0,14,3,4,2,8,2,3,5,3,0,2,0.12,0.12,0.7,1.0,1.0,0.0839999999999999,2,27240,49.34782608695652,0.5555555555555556,0.5,0.3333333333333333,0.0,4.0,15,9,0.1111111111111111,5.0,1.25,0,0,0,2.2677322677322675,0
46,2,1,21,2,3,4,0,3,2,0,2,1,8926,4,0,22,4,4,1,13,2,4,9,7,3,7,0.12,0.11,0.7,1.0,0.9,0.0756,2,107112,189.91489361702128,0.6428571428571429,0.7,0.7,0.3,3.3333333333333335,14,12,0.14285714285714285,2.25,1.8,0,0,0,4.460769615192404,0
31,0,1,10,3,3,3,0,3,3,5,3,1,11031,4,0,20,4,3,1,13,2,4,11,7,4,8,0.12,0.1,0.7,0.9,0.9,0.06804,1,132372,344.71875,0.7857142857142857,0.5833333333333334,0.6666666666666666,0.3333333333333333,3.0,13,12,0.21428571428571427,2.2,2.2,0,1,0,3.675774741752749,0
27,2,1,8,3,3,2,0,4,1,6,3,1,3517,7,0,17,3,1,0,5,0,3,3,2,0,2,0.12,0.12,0.7,1.0,0.9,0.0756,0,42204,125.60714285714286,0.5,0.5,0.5,0.0,2.0,9,12,0.16666666666666666,3.0,0.375,0,0,0,3.5134865134865136,0
51,1,2,2,3,2,2,1,3,3,7,2,1,10596,2,0,11,3,2,0,14,5,3,4,2,3,2,0.125,0.125,0.7,1.2,0.9,0.0945,3,127152,203.76923076923077,0.26666666666666666,0.4,0.4,0.6,2.0,9,9,0.2,1.0,1.3333333333333333,0,0,0,3.53082305898034,0
29,2,1,15,2,1,4,0,2,2,2,3,2,4193,0,1,12,3,4,0,10,3,3,9,5,0,8,0.12,0.12,1.3,1.0,1.2,0.1872,0,50316,139.76666666666668,0.8181818181818182,0.5,0.8,0.0,3.6666666666666665,14,6,0.18181818181818182,9.0,9.0,0,0,0,2.0954522738630685,15
42,1,1,2,1,3,2,1,3,1,6,4,2,2515,5,1,14,3,4,0,8,2,3,2,1,2,2,0.12,0.12,1.3,1.2,1.2,0.22464,2,30180,58.48837209302326,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.6666666666666666,3.3333333333333335,13,9,0.1111111111111111,0.6666666666666666,0.3333333333333333,1,0,0,2.5124875124875126,2
40,1,1,26,3,3,2,0,3,2,6,2,0,5605,1,0,11,3,1,1,20,2,3,20,7,2,13,0.12,0.12,0.7,1.2,1.0,0.1007999999999999,1,67260,136.70731707317074,0.9523809523809523,0.3333333333333333,0.6190476190476191,0.09523809523809523,1.6666666666666667,8,9,0.09523809523809523,6.666666666666667,10.0,0,1,0,2.8010994502748625,0
39,2,1,6,1,3,4,1,2,3,0,1,1,9991,4,0,15,3,1,1,9,5,3,7,7,1,7,0.12,0.11,0.7,1.0,0.9,0.0756,1,119892,249.775,0.7,0.875,0.875,0.125,2.0,9,6,0.3,3.5,1.4,0,0,0,3.3292235921359548,0
35,2,2,8,4,1,1,0,3,1,8,4,1,2572,1,0,16,3,2,1,3,1,2,3,2,0,2,0.125,0.125,0.7,1.0,0.9,0.07875,1,30864,71.44444444444444,0.75,0.5,0.5,0.0,2.3333333333333335,9,9,0.25,3.0,1.5,0,0,0,2.5694305694305695,0
34,1,1,10,4,1,3,1,4,2,4,4,0,4724,1,0,13,3,1,1,9,3,3,9,7,7,2,0.12,0.1,0.7,1.2,1.0,0.1007999999999999,1,56688,134.97142857142856,0.9,0.7,0.2,0.7,2.6666666666666665,11,12,0.2,1.125,4.5,0,0,1,2.3608195902048976,0
31,2,2,6,4,1,2,1,1,2,7,3,1,6172,4,1,18,3,2,0,12,3,2,7,7,7,7,0.125,0.125,1.3,1.0,0.9,0.14625,1,74064,192.875,0.5384615384615384,0.875,0.875,0.875,2.3333333333333335,9,3,0.15384615384615385,0.875,1.4,0,0,1,3.084457771114443,6
33,2,1,2,2,1,1,0,3,1,2,1,1,2707,7,0,20,4,1,0,13,3,4,9,7,1,7,0.12,0.12,0.7,1.0,0.9,0.0756,1,32484,79.61764705882354,0.6428571428571429,0.7,0.7,0.1,1.0,7,12,0.07142857142857142,4.5,1.125,0,0,0,2.704295704295704,0
21,2,1,5,1,3,3,1,3,1,6,4,2,3117,1,0,18,3,3,0,3,2,3,2,2,2,2,0.12,0.12,0.7,1.0,1.2,0.1007999999999999,0,37404,141.6818181818182,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.3333333333333335,13,9,0.25,0.6666666666666666,1.0,1,0,0,3.113886113886114,0
35,2,1,22,3,1,4,1,1,1,2,3,2,4230,0,0,15,3,3,0,6,2,3,5,4,4,3,0.12,0.12,0.7,1.0,1.2,0.1007999999999999,1,50760,117.5,0.7142857142857143,0.6666666666666666,0.5,0.6666666666666666,3.3333333333333335,13,3,0.14285714285714285,1.0,5.0,0,0,0,4.2257742257742255,0
47,2,1,2,4,3,1,0,3,4,5,3,1,17169,3,0,19,3,2,2,26,2,4,20,17,5,6,0.12,0.1,0.7,1.0,0.9,0.0756,2,206028,357.6875,0.7407407407407407,0.8095238095238095,0.2857142857142857,0.23809523809523808,2.0,10,9,0.14814814814814814,3.3333333333333335,5.0,0,1,1,4.291177205698576,0
18,2,2,10,3,3,4,0,2,1,8,3,2,1200,1,0,12,3,1,0,0,2,3,0,0,0,0,0.125,0.125,0.7,1.0,1.2,0.105,0,14400,63.1578947368421,0.0,0.0,0.0,0.0,2.6666666666666665,11,6,1.0,0.0,0.0,1,0,0,1.1988011988011988,0
44,2,1,8,4,1,1,1,4,1,2,4,1,2818,2,1,24,4,3,1,10,2,2,3,2,0,2,0.12,0.12,1.3,1.0,0.9,0.1404,2,33816,62.62222222222222,0.2727272727272727,0.5,0.5,0.0,2.6666666666666665,10,16,0.09090909090909091,3.0,1.0,0,0,0,2.815184815184815,8
51,2,1,2,3,3,4,1,1,2,4,2,0,5482,5,0,18,3,4,1,13,3,3,4,1,1,2,0.12,0.1,0.7,1.0,1.0,0.0839999999999999,3,65784,105.42307692307692,0.2857142857142857,0.2,0.4,0.2,3.3333333333333335,13,3,0.14285714285714285,2.0,0.6666666666666666,0,0,0,2.739630184907546,0
29,1,2,2,2,1,2,1,3,2,7,4,2,4554,1,0,18,3,1,0,10,3,2,10,7,0,9,0.125,0.125,0.7,1.2,1.2,0.126,0,54648,151.8,0.9090909090909091,0.6363636363636364,0.8181818181818182,0.0,2.3333333333333335,9,9,0.18181818181818182,10.0,5.0,0,1,0,2.2758620689655173,0
31,2,2,2,1,1,2,1,3,2,7,4,2,6582,4,1,13,3,3,0,10,2,4,6,5,0,5,0.125,0.125,1.3,1.0,1.2,0.195,1,78984,205.6875,0.5454545454545454,0.7142857142857143,0.7142857142857143,0.0,3.0,13,9,0.18181818181818182,6.0,1.2,0,0,0,3.2893553223388308,2
42,2,1,2,2,3,4,1,3,4,3,1,1,17665,0,0,17,3,4,1,23,3,3,22,6,13,7,0.12,0.09,0.7,1.0,0.9,0.0756,2,211980,410.8139534883721,0.9166666666666666,0.2608695652173913,0.30434782608695654,0.5652173913043478,3.0,12,9,0.16666666666666666,1.5714285714285714,22.0,0,1,1,4.415146213446638,0
50,1,2,12,3,2,3,0,3,3,7,4,2,9208,4,0,11,3,4,0,16,3,3,2,2,2,1,0.125,0.125,0.7,1.2,1.2,0.126,2,110496,180.54901960784315,0.11764705882352941,0.6666666666666666,0.3333333333333333,0.6666666666666666,3.6666666666666665,14,9,0.17647058823529413,0.6666666666666666,0.4,1,0,0,3.068310563145618,0
26,2,2,10,3,3,3,1,3,2,7,4,2,4684,1,0,13,3,1,0,5,4,3,5,3,1,2,0.125,0.125,0.7,1.0,1.2,0.105,0,56208,173.4814814814815,0.8333333333333334,0.5,0.3333333333333333,0.16666666666666666,2.6666666666666665,11,9,0.3333333333333333,2.5,2.5,0,0,0,2.340829585207396,0
36,2,0,13,3,0,3,1,3,1,1,2,1,2143,4,0,13,3,2,1,8,2,3,5,2,0,4,0.073,0.073,0.7,1.0,0.9,0.0459899999999999,1,25716,57.91891891891892,0.5555555555555556,0.3333333333333333,0.6666666666666666,0.0,2.3333333333333335,10,9,0.1111111111111111,5.0,1.0,0,0,0,2.1408591408591406,0
56,2,1,24,2,1,1,1,3,1,2,4,2,2587,1,0,16,3,4,0,5,3,3,4,2,1,0,0.12,0.12,0.7,1.0,1.2,0.1007999999999999,3,31044,45.3859649122807,0.6666666666666666,0.4,0.0,0.2,3.0,12,9,0.16666666666666666,2.0,2.0,0,0,0,2.5844155844155843,0
56,2,1,9,3,3,3,1,3,4,0,4,1,11103,7,0,11,3,3,0,30,1,2,10,7,1,1,0.12,0.11,0.7,1.0,0.9,0.0756,3,133236,194.78947368421052,0.3225806451612903,0.6363636363636364,0.09090909090909091,0.09090909090909091,3.3333333333333335,12,9,0.12903225806451613,5.0,1.25,0,1,0,2.775056235941015,0
34,2,2,2,3,4,4,1,3,2,7,4,2,6274,1,0,22,4,3,0,6,5,3,6,5,1,4,0.125,0.125,0.7,1.0,1.2,0.105,1,75288,179.25714285714287,0.8571428571428571,0.7142857142857143,0.5714285714285714,0.14285714285714285,3.6666666666666665,14,12,0.2857142857142857,3.0,3.0,0,0,0,3.135432283858071,0
22,1,1,3,4,1,3,1,2,1,6,4,1,2853,0,1,11,3,2,1,1,5,3,0,0,0,0,0.12,0.12,1.3,1.2,0.9,0.16848,0,34236,124.04347826086956,0.0,0.0,0.0,0.0,3.0,12,6,0.5,0.0,0.0,1,0,0,2.85014985014985,3
46,2,1,8,4,1,4,0,2,2,6,1,0,4615,8,1,23,4,1,3,19,2,3,16,13,1,7,0.12,0.12,1.3,1.0,1.0,0.156,2,55380,98.19148936170212,0.8,0.7647058823529411,0.4117647058823529,0.058823529411764705,2.0,9,8,0.1,8.0,1.7777777777777777,0,1,0,2.3063468265867066,8
32,2,1,25,4,1,1,1,3,1,2,4,2,2795,1,1,24,4,3,0,1,2,1,1,0,0,1,0.12,0.12,1.3,1.0,1.2,0.1872,1,33540,84.6969696969697,0.5,0.0,0.5,0.0,2.6666666666666665,9,12,0.5,1.0,0.5,1,0,0,2.792207792207792,25
35,2,0,8,4,5,3,1,3,1,1,3,2,4323,1,0,17,3,2,0,6,2,1,5,4,1,4,0.073,0.073,0.7,1.0,1.2,0.0613199999999999,1,51876,120.08333333333333,0.7142857142857143,0.6666666666666666,0.6666666666666666,0.16666666666666666,2.6666666666666665,9,9,0.14285714285714285,2.5,2.5,0,0,0,4.318681318681318,0
32,2,1,1,3,3,1,1,3,2,4,4,1,6162,1,1,22,4,2,1,9,3,3,9,8,7,8,0.12,0.1,1.3,1.0,0.9,0.1404,1,73944,186.72727272727272,0.9,0.8,0.8,0.7,2.3333333333333335,10,12,0.2,1.125,4.5,0,0,1,3.0794602698650673,1
33,2,1,15,2,3,2,0,3,2,0,4,1,4878,0,1,13,3,1,1,10,6,3,9,7,8,1,0.12,0.11,1.3,1.0,0.9,0.1404,1,58536,143.47058823529412,0.8181818181818182,0.7,0.1,0.8,2.3333333333333335,10,9,0.18181818181818182,1.0,9.0,0,0,1,2.4377811094452775,15
33,2,1,4,4,3,1,0,2,1,2,2,1,3838,8,0,11,3,4,0,8,5,3,5,4,0,2,0.12,0.12,0.7,1.0,0.9,0.0756,1,46056,112.88235294117646,0.5555555555555556,0.6666666666666666,0.3333333333333333,0.0,2.3333333333333335,10,6,0.1111111111111111,5.0,0.5555555555555556,0,0,0,3.8341658341658342,0
45,1,1,7,3,1,1,1,3,3,2,1,0,5210,1,0,18,3,1,1,24,2,3,24,9,9,11,0.12,0.12,0.7,1.2,1.0,0.1007999999999999,2,62520,113.26086956521739,0.96,0.36,0.44,0.36,1.0,6,9,0.12,2.4,12.0,0,1,1,1.7360879706764412,0
35,2,2,1,3,2,2,1,3,2,7,3,1,4717,9,0,11,3,3,0,15,2,3,11,9,6,9,0.125,0.125,0.7,1.0,0.9,0.07875,1,56604,131.02777777777777,0.6875,0.75,0.75,0.5,2.6666666666666665,11,9,0.125,1.5714285714285714,1.1,0,1,1,2.3573213393303347,0
26,2,2,29,2,3,1,1,3,2,7,3,0,4306,5,0,12,3,1,2,8,5,3,0,0,0,0,0.125,0.125,0.7,1.0,1.0,0.0875,0,51672,159.4814814814815,0.0,0.0,0.0,0.0,1.6666666666666667,8,9,0.2222222222222222,0.0,0.0,1,0,0,2.1519240379810096,0
39,2,1,3,2,3,3,1,2,2,2,3,0,3069,0,0,15,3,4,1,11,3,3,10,8,0,7,0.12,0.12,0.7,1.0,1.0,0.0839999999999999,1,36828,76.725,0.8333333333333334,0.7272727272727273,0.6363636363636364,0.0,3.3333333333333335,13,6,0.16666666666666666,10.0,10.0,0,1,0,1.5337331334332833,0
38,2,1,1,3,1,3,0,3,3,4,3,2,7861,4,1,14,3,4,0,10,4,4,1,0,0,0,0.12,0.1,1.3,1.0,1.2,0.1872,1,94332,201.56410256410257,0.09090909090909091,0.0,0.0,0.0,3.3333333333333335,14,9,0.2727272727272727,1.0,0.2,1,0,0,2.61946017994002,1
31,1,1,29,2,3,3,1,2,1,2,2,2,3479,0,0,11,3,2,0,6,2,4,5,4,1,4,0.12,0.12,0.7,1.2,1.2,0.1209599999999999,1,41748,108.71875,0.7142857142857143,0.6666666666666666,0.6666666666666666,0.16666666666666666,2.3333333333333335,11,6,0.14285714285714285,2.5,5.0,0,0,0,3.4755244755244754,0
22,2,1,6,1,3,1,1,3,1,6,3,1,2773,0,0,20,4,4,0,3,3,3,2,2,2,2,0.12,0.12,0.7,1.0,0.9,0.0756,0,33276,120.56521739130434,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.6666666666666665,11,12,0.25,0.6666666666666666,2.0,1,0,0,2.7702297702297702,0
29,2,1,28,4,3,4,0,2,1,6,1,2,3785,1,0,14,3,2,0,5,3,1,5,4,0,4,0.12,0.12,0.7,1.0,1.2,0.1007999999999999,0,45420,126.16666666666667,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.0,2.3333333333333335,8,6,0.16666666666666666,5.0,2.5,0,0,0,3.781218781218781,0
22,2,1,7,1,1,4,1,3,1,6,2,2,2472,1,1,23,4,1,0,1,2,3,1,0,0,0,0.12,0.12,1.3,1.0,1.2,0.1872,0,29664,107.47826086956522,0.5,0.0,0.0,0.0,2.3333333333333335,10,12,0.5,1.0,0.5,1,0,0,2.4695304695304694,7
27,2,1,5,3,1,3,0,3,1,6,2,2,2478,1,1,12,3,2,0,4,2,2,4,3,1,2,0.12,0.12,1.3,1.0,1.2,0.1872,0,29736,88.5,0.8,0.6,0.4,0.2,2.3333333333333335,9,9,0.2,2.0,2.0,0,0,0,2.4755244755244754,5
47,2,2,14,3,3,3,0,3,2,7,3,1,4591,3,1,17,3,3,1,11,4,2,5,4,1,2,0.125,0.125,1.3,1.0,0.9,0.14625,2,55092,95.64583333333333,0.4166666666666667,0.6666666666666666,0.3333333333333333,0.16666666666666666,3.0,11,9,0.16666666666666666,2.5,1.25,0,0,0,2.294352823588206,14
28,2,1,24,3,3,3,1,3,1,2,2,1,2408,1,1,17,3,3,3,1,3,3,1,1,0,0,0.12,0.12,1.3,1.0,0.9,0.1404,0,28896,83.03448275862068,0.5,0.5,0.0,0.0,2.6666666666666665,11,9,0.5,1.0,0.5,1,0,0,2.4055944055944054,24
42,2,2,5,2,2,4,1,3,5,3,3,1,18303,6,0,13,3,2,0,21,3,4,1,0,0,0,0.125,0.09,0.7,1.0,0.9,0.07875,2,219636,425.6511627906977,0.045454545454545456,0.0,0.0,0.0,3.0,13,9,0.22727272727272727,1.0,0.14285714285714285,1,0,0,3.659868026394721,0
41,2,1,7,2,3,4,0,3,2,4,3,2,5003,6,0,14,3,2,0,8,6,3,2,2,2,1,0.12,0.1,0.7,1.0,1.2,0.1007999999999999,2,60036,119.11904761904762,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.6666666666666666,3.0,12,9,0.2222222222222222,0.6666666666666666,0.2857142857142857,1,0,0,2.500249875062469,0
26,1,1,1,2,1,1,0,1,1,2,4,0,4364,3,0,14,3,1,1,5,2,3,2,2,2,0,0.12,0.12,0.7,1.2,1.0,0.1007999999999999,0,52368,161.62962962962962,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,2.0,9,3,0.16666666666666666,0.6666666666666666,0.5,1,0,0,4.35964035964036,0
35,1,2,12,4,4,4,1,3,2,7,4,2,4581,3,1,24,4,1,0,13,2,4,11,9,6,7,0.125,0.125,1.3,1.2,1.2,0.2339999999999999,1,54972,127.25,0.7857142857142857,0.75,0.5833333333333334,0.5,3.0,13,12,0.14285714285714285,1.5714285714285714,2.75,0,1,1,2.2893553223388308,12
53,2,2,24,4,1,1,1,3,3,7,1,2,10448,6,1,13,3,2,0,15,2,2,2,2,2,2,0.125,0.125,1.3,1.0,1.2,0.195,3,125376,193.4814814814815,0.125,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,6,9,0.1875,0.6666666666666666,0.2857142857142857,1,0,0,3.481506164611796,24
29,2,0,17,3,4,2,1,2,3,1,1,2,7988,1,0,13,3,1,0,10,3,2,10,9,0,9,0.073,0.073,0.7,1.0,1.2,0.0613199999999999,0,95856,266.26666666666665,0.9090909090909091,0.8181818181818182,0.8181818181818182,0.0,1.3333333333333333,6,6,0.2727272727272727,10.0,5.0,0,1,0,2.6617794068643787,0
42,2,2,14,2,3,3,0,2,2,7,3,2,6244,7,0,17,3,1,0,10,6,3,5,4,0,3,0.125,0.125,0.7,1.0,1.2,0.105,2,74928,145.2093023255814,0.45454545454545453,0.6666666666666666,0.5,0.0,2.3333333333333335,10,6,0.18181818181818182,5.0,0.625,0,0,0,3.120439780109945,0
37,1,2,1,4,3,3,1,1,2,7,4,0,9525,1,0,14,3,3,2,6,2,2,6,3,1,3,0.125,0.125,0.7,1.2,1.0,0.105,1,114300,250.6578947368421,0.8571428571428571,0.42857142857142855,0.42857142857142855,0.14285714285714285,3.3333333333333335,12,3,0.2857142857142857,3.0,3.0,0,0,0,4.760119940029985,0
30,0,2,22,4,4,3,0,3,3,7,1,1,8412,0,0,11,3,3,0,10,3,3,9,8,7,8,0.125,0.125,0.7,0.9,0.9,0.070875,0,100944,271.35483870967744,0.8181818181818182,0.8,0.8,0.7,2.3333333333333335,10,9,0.2727272727272727,1.125,9.0,0,0,1,2.8030656447850717,0
24,0,1,11,2,4,1,0,4,2,4,3,0,4011,0,0,18,3,4,1,5,5,2,4,2,1,3,0.12,0.1,0.7,0.9,1.0,0.0756,0,48132,160.44,0.6666666666666666,0.4,0.6,0.2,2.6666666666666665,10,12,0.3333333333333333,2.0,4.0,0,0,0,2.004497751124438,0
31,2,2,20,3,1,2,0,1,2,7,3,1,4559,3,1,11,3,3,1,4,2,3,2,2,2,2,0.125,0.125,1.3,1.0,0.9,0.14625,1,54708,142.46875,0.4,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.6666666666666665,11,3,0.4,0.6666666666666666,0.5,1,0,0,2.2783608195902048,20
41,2,2,3,3,1,3,1,2,2,7,2,0,8938,2,0,11,3,3,1,14,5,3,5,4,0,4,0.125,0.125,0.7,1.0,1.0,0.0875,2,107256,212.8095238095238,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,2.6666666666666665,11,6,0.13333333333333333,5.0,1.6666666666666667,0,0,0,4.466766616691654,0
34,1,2,2,4,2,3,0,3,1,8,3,1,2231,6,0,18,3,4,1,6,3,3,4,3,1,2,0.125,0.125,0.7,1.2,0.9,0.0945,1,26772,63.74285714285714,0.5714285714285714,0.6,0.4,0.2,3.3333333333333335,13,9,0.14285714285714285,2.0,0.5714285714285714,0,0,0,2.2287712287712287,0
32,2,1,2,3,3,4,1,3,2,6,2,0,5470,0,0,13,3,3,2,10,4,2,9,5,1,6,0.12,0.12,0.7,1.0,1.0,0.0839999999999999,1,65640,165.75757575757575,0.8181818181818182,0.5,0.6,0.1,3.0,11,9,0.18181818181818182,4.5,9.0,0,0,0,2.733633183408296,0
24,2,2,4,1,3,4,0,3,2,7,3,1,4162,1,1,12,3,3,2,5,3,3,5,4,0,3,0.125,0.125,1.3,1.0,0.9,0.14625,0,49944,166.48,0.8333333333333334,0.6666666666666666,0.5,0.0,3.3333333333333335,13,9,0.3333333333333333,5.0,2.5,0,0,0,2.079960019990005,4
40,2,1,20,4,5,1,1,3,3,0,4,1,10322,4,0,20,4,4,1,14,6,3,11,10,11,1,0.12,0.11,0.7,1.0,0.9,0.0756,1,123864,251.7560975609756,0.7333333333333333,0.8333333333333334,0.08333333333333333,0.9166666666666666,3.0,12,12,0.2,0.9166666666666666,2.2,0,1,1,3.4395201599466843,0
56,1,2,6,3,1,3,0,4,4,7,1,1,13212,9,0,11,3,4,3,36,0,2,7,7,7,7,0.125,0.125,0.7,1.2,0.9,0.0945,3,158544,231.78947368421052,0.1891891891891892,0.875,0.875,0.875,2.6666666666666665,10,12,0.10810810810810811,0.875,0.7,0,0,1,3.3021744563859037,0
36,1,2,7,3,2,1,0,4,2,7,1,1,4639,2,0,16,3,4,1,17,2,2,15,7,6,13,0.125,0.125,0.7,1.2,0.9,0.0945,1,55668,125.37837837837837,0.8333333333333334,0.4375,0.8125,0.375,2.0,8,12,0.1111111111111111,2.142857142857143,5.0,0,1,1,2.3183408295852073,0
30,2,1,16,3,1,3,1,4,2,0,3,1,5294,3,0,16,3,3,1,10,3,3,7,0,1,7,0.12,0.11,0.7,1.0,0.9,0.0756,0,63528,170.7741935483871,0.6363636363636364,0.0,0.875,0.125,3.0,12,12,0.18181818181818182,3.5,1.75,0,0,0,2.6456771614192904,0
21,1,1,10,2,1,1,0,2,1,2,3,2,2625,1,0,20,4,3,0,2,2,1,2,2,2,2,0.12,0.12,0.7,1.2,1.2,0.1209599999999999,0,31500,119.31818181818181,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.3333333333333335,8,8,0.3333333333333333,0.6666666666666666,1.0,1,0,0,2.6223776223776225,0
33,1,2,7,3,1,4,0,3,2,7,2,1,4302,0,0,17,3,3,1,4,3,3,3,2,0,2,0.125,0.125,0.7,1.2,0.9,0.0945,1,51624,126.52941176470588,0.6,0.5,0.5,0.0,3.0,12,9,0.4,3.0,3.0,0,0,0,2.1499250374812595,0
48,2,2,2,5,2,2,0,3,2,7,4,1,4051,2,0,14,3,1,1,14,2,3,9,7,6,7,0.125,0.125,0.7,1.0,0.9,0.07875,2,48612,82.6734693877551,0.6,0.7,0.7,0.6,2.3333333333333335,10,9,0.13333333333333333,1.2857142857142858,3.0,0,0,1,2.024487756121939,0
36,2,1,15,3,4,1,1,3,2,2,3,0,4834,7,0,14,3,2,1,9,3,2,1,0,0,0,0.12,0.12,0.7,1.0,1.0,0.0839999999999999,1,58008,130.64864864864865,0.1,0.0,0.0,0.0,2.0,8,9,0.2,1.0,0.125,1,0,0,2.415792103948026,0
29,0,2,2,3,1,4,1,3,2,7,3,1,4649,1,0,14,3,1,1,4,3,2,4,3,0,2,0.125,0.125,0.7,0.9,0.9,0.070875,0,55788,154.96666666666667,0.8,0.6,0.4,0.0,2.6666666666666665,10,9,0.4,4.0,2.0,0,0,0,2.3233383308345825,0
31,0,2,2,4,1,4,0,3,3,7,3,0,9852,1,1,19,3,1,1,10,5,2,10,8,9,6,0.125,0.125,1.3,0.9,1.0,0.14625,1,118224,307.875,0.9090909090909091,0.7272727272727273,0.5454545454545454,0.8181818181818182,2.6666666666666665,10,9,0.2727272727272727,1.0,5.0,0,1,1,3.2829056981006333,2
48,2,2,29,1,3,1,0,3,3,3,3,1,12504,3,0,21,4,2,1,15,3,1,0,0,0,0,0.125,0.09,0.7,1.0,0.9,0.07875,2,150048,255.18367346938774,0.0,0.0,0.0,0.0,2.0,7,12,0.1875,0.0,0.0,1,0,0,4.166611129623459,0
32,0,2,11,4,4,4,1,4,2,7,3,1,4707,8,0,12,3,4,0,6,2,3,4,2,1,2,0.125,0.125,0.7,0.9,0.9,0.070875,1,56484,142.63636363636363,0.5714285714285714,0.4,0.4,0.2,3.6666666666666665,14,12,0.2857142857142857,2.0,0.4444444444444444,0,0,0,2.3523238380809595,0
